Code,Name,Date,Open,High,Low,Close,Volumn,Amount,Change,Turnover,PE,PB,Average,AmountPercentage,HQLTSZ,AHQLTSZ,Payout,IR
801813,小盘指数,2013-6-25,2524.05,2561.14,2355.57,2546.15,60.49,509.88,-0.23,1.7651,30.68,2.1,10.13,24.37,23148.68,28.94,0.95,6.55
801813,小盘指数,2013-6-24,2710.68,2711.86,2524.68,2551.9,48.11,425.02,-6.07,1.4068,30.73,2.11,10.13,24.16,23135.49,28.92,0.94,6.55
801813,小盘指数,2013-6-21,2685.76,2732.84,2639.78,2716.8,39.27,365.6,-0.67,1.1481,32.71,2.24,10.74,25.92,24637.36,30.8,0.88,6.55
801813,小盘指数,2013-6-20,2807.09,2813.76,2733.61,2735.03,40.29,385.8,-3.14,1.1787,32.93,2.26,10.81,26.62,24757.37,30.95,0.84,6.55
801813,小盘指数,2013-6-19,2825.59,2826.58,2788.07,2823.79,40.86,393.04,-0.59,1.196,34,2.33,11.18,26.97,25535.77,31.92,0.82,6.55
801813,小盘指数,2013-6-18,2833.8,2845.43,2802.16,2840.43,40.62,402.45,0.29,1.1903,34.2,2.34,11.28,28.4,25688.57,32.11,0.79,6.55
801813,小盘指数,2013-6-17,2831.12,2855.69,2811.36,2832.2,44.62,449.59,0.34,1.3093,34.07,2.33,11.29,28,25595.94,31.99,0.76,6.55
801813,小盘指数,2013-6-14,2774.09,2826.25,2773,2822.5,40.82,410.16,1.95,1.1984,33.96,2.32,11.26,26.92,25515.28,31.89,0.76,6.55
801813,小盘指数,2013-6-13,2812.12,2812.78,2709.74,2768.43,46.33,421.87,-2.74,1.3615,33.3,2.28,11.02,26.36,25043.79,31.3,0.77,6.55
801813,小盘指数,2013-6-7,2892.8,2906.13,2830.03,2846.38,49.59,468.53,-1.56,1.457,34.26,2.34,11.3,27.65,25794.04,32.24,0.79,6.55
801813,小盘指数,2013-6-6,2929.85,2932.85,2890.08,2891.47,48.02,454.99,-1.72,1.4117,34.79,2.38,11.47,28.72,26212.59,32.77,0.77,6.55
801813,小盘指数,2013-6-5,2923.66,2946.05,2914.95,2942.05,45.69,441.91,0.46,1.3439,35.39,2.42,11.67,29.62,26673.74,33.34,0.76,6.55
801813,小盘指数,2013-6-4,2984.19,2984.5,2900.43,2928.65,61.52,585.65,-1.99,1.812,35.22,2.41,11.6,29.92,26499.27,33.12,0.76,6.55
801813,小盘指数,2013-6-3,3005.84,3019.21,2981.01,2988.18,58.68,575.86,-0.72,1.7319,35.84,2.45,11.88,29.02,26955.71,33.69,0.74,6.55
801813,小盘指数,2013-5-31,3025.8,3041.47,3009.09,3009.79,67.14,641.99,-0.45,1.9831,36.18,2.47,,,27178.65,33.97,,6.55
801813,小盘指数,2013-5-30,3005.74,3027.66,2998.96,3023.5,66.76,636.44,0.21,1.9718,36.34,2.48,12.15,29.25,27318.29,34.15,0.72,6.55
801813,小盘指数,2013-5-29,2996.51,3018.2,2994.81,3017.18,69.97,649.4,0.71,2.0672,36.28,2.48,,,27270.26,34.09,,6.55
801813,小盘指数,2013-5-28,2999.75,3005.34,2956.27,2996.01,74.99,705.52,-0.14,2.2163,36.02,2.46,12.09,28.65,27096.81,33.87,0.73,6.55
801813,小盘指数,2013-5-27,2967.31,3000.22,2967.15,3000.22,67.8,660.34,1.15,2.007,36.07,2.46,12.21,29.85,27070.54,33.84,0.7,6.55
801813,小盘指数,2013-5-24,2920.15,2966.03,2920.12,2966.03,61.21,568.02,1.52,1.8137,35.61,2.43,12.07,28.56,26774.07,33.47,0.73,6.55
801813,小盘指数,2013-5-23,2930.76,2965.8,2913.72,2921.66,71.35,644.52,-0.71,2.1154,35.06,2.39,11.87,27.82,26376.84,32.97,0.74,6.55
801813,小盘指数,2013-5-22,2967.16,2975.23,2929.99,2942.45,77.67,741.08,-0.93,2.3057,35.3,2.41,12,29.49,26530.22,33.16,0.73,6.55
801813,小盘指数,2013-5-21,2927.57,2970.02,2922.54,2970.02,77.22,746.13,1.41,2.2983,35.66,2.43,12.29,29.35,26775.74,33.47,0.72,6.55
801813,小盘指数,2013-5-20,2891.45,2930.14,2888.24,2928.83,78.15,752.64,1.48,2.3273,35.16,2.4,12.16,27.53,26395.81,32.99,0.73,6.55
801813,小盘指数,2013-5-17,2845.19,2889.29,2842.76,2886.16,69.26,628.26,1.34,2.0633,34.65,2.36,11.99,27.26,26025.02,32.53,0.76,6.55
801813,小盘指数,2013-5-16,2818.43,2856.15,2809.74,2848.04,65.07,626.18,0.89,1.9401,34.19,2.33,11.83,28.12,25680.97,32.1,0.76,6.55
801813,小盘指数,2013-5-15,2785.69,2823.05,2785.68,2823.05,45.07,451.03,1.28,1.3462,33.89,2.31,11.89,29.33,25437.99,31.8,0.77,6.55
801813,小盘指数,2013-5-14,2811.51,2811.97,2768.81,2787.34,48.15,470.25,-1.06,1.4386,33.45,2.28,11.72,28.86,25113.99,31.39,0.77,6.55
801813,小盘指数,2013-5-13,2804.08,2817.31,2791.69,2817.31,51.58,509.46,0.49,1.5417,33.81,2.3,11.91,30.2,25382.07,31.73,0.75,6.55
801813,小盘指数,2013-5-10,2777.25,2803.46,2770.03,2803.46,57.43,569.29,0.77,1.7185,33.65,2.29,11.82,31.84,25263.23,31.58,0.77,6.55
801813,小盘指数,2013-5-9,2776.83,2784.63,2752.87,2782.1,58.38,589.83,0.1,1.7502,33.39,2.27,11.83,29.6,25068.75,31.34,0.77,6.55
801813,小盘指数,2013-5-8,2755.28,2779.27,2749.36,2779.27,51.11,491.09,0.94,1.5328,33.35,2.27,11.78,28.07,25037.93,31.3,0.76,6.55
801813,小盘指数,2013-5-7,2742.57,2757.11,2731.85,2753.34,49.95,472,0.28,1.4988,33.05,2.25,11.66,28.51,24830.34,31.04,0.76,6.55
801813,小盘指数,2013-5-6,2701.69,2746.9,2701.06,2745.71,51.87,500.54,1.87,1.5567,32.96,2.24,11.65,28.55,24684.52,30.86,0.76,6.55
801813,小盘指数,2013-5-3,2647.7,2701.53,2646.53,2695.38,44.32,420.9,2.07,1.3332,32.35,2.2,11.44,26.29,24222.4,30.28,0.78,6.55
801813,小盘指数,2013-5-2,2614.44,2642.51,2608.38,2640.73,31.29,300.36,0.66,0.9414,31.68,2.16,11.18,25.01,23720.9,29.65,0.81,6.55
801813,小盘指数,2013-4-26,2668.1,2675.88,2618.05,2623.43,40.94,379.77,-1.76,1.2325,32.61,2.14,11.18,27.47,23568.05,29.46,0.84,6.55
801813,小盘指数,2013-4-25,2710.97,2725.31,2670.5,2670.5,53.06,516.72,-1.7,1.599,32.99,2.19,11.43,28.16,23966.23,29.96,0.81,6.55
801813,小盘指数,2013-4-24,2661.52,2719.59,2658.48,2716.58,46.5,444.11,2.11,1.4026,33.43,2.24,11.63,26.19,24371.62,30.46,0.81,6.55
801813,小盘指数,2013-4-23,2737.27,2737.36,2658.04,2660.38,51.77,467.98,-2.84,1.5638,32.85,2.2,11.35,27.63,23848.99,29.81,0.83,6.55
801813,小盘指数,2013-4-22,2707.74,2738.15,2705.9,2738.15,49.57,458.92,0.7,1.5,33.37,2.26,11.66,26.85,24447.84,30.56,0.81,6.55
801813,小盘指数,2013-4-19,2666.49,2724.19,2666.15,2719.02,49.08,442.95,1.99,1.4851,33.19,2.25,11.56,24.48,24403.34,30.5,0.82,6.55
801813,小盘指数,2013-4-18,2642.45,2670.14,2634.03,2665.94,35.15,319.91,0.37,1.0641,32.37,2.21,11.35,25.72,23936.41,29.92,0.83,6.55
801813,小盘指数,2013-4-17,2633.92,2656.22,2626.33,2656.22,31.72,282.3,0.83,0.9629,32.27,2.21,11.32,23.88,23786.67,29.73,0.84,6.55
801813,小盘指数,2013-4-16,2582.51,2634.68,2574.4,2634.33,34.01,282.18,0.99,1.0327,31.93,2.19,11.18,23.29,23590.81,29.49,0.84,6.55
801813,小盘指数,2013-4-15,2635.69,2636.53,2601.17,2608.48,33.64,281.74,-1.39,1.0217,31.75,2.17,11.08,25.56,23350.87,29.19,0.84,6.55
801813,小盘指数,2013-4-12,2663.99,2676.61,2642.91,2645.28,35.44,300.17,-0.87,1.0767,32.22,2.2,11.26,27.2,23675.49,29.59,0.83,6.55
801813,小盘指数,2013-4-11,2682.3,2689.57,2666.59,2668.57,39.25,332.24,-0.34,1.1939,32.41,2.22,11.38,28.08,23874.34,29.84,0.83,6.55
801813,小盘指数,2013-4-10,2682.57,2691.36,2654.67,2677.79,41.98,369.88,-0.24,1.2787,32.62,2.22,11.44,27.03,23923.25,29.9,0.83,6.55
801813,小盘指数,2013-4-9,2657.01,2687.23,2656.57,2684.14,40.87,351.61,1.02,1.2449,32.65,2.23,11.5,25.35,23967.76,29.96,0.83,6.55
801813,小盘指数,2013-4-8,2613.91,2656.92,2577.55,2656.92,43.44,374.31,0.38,1.3227,32.42,2.21,11.39,25.95,23736.32,29.67,0.84,6.55
801813,小盘指数,2013-4-3,2674.91,2680.39,2635.22,2646.86,45.11,381.71,-1,1.3742,32.28,2.2,11.29,28.41,23633.85,29.54,0.84,6.55
801813,小盘指数,2013-4-2,2709.38,2731.3,2667.55,2673.55,45.75,404.32,-1.34,1.3947,32.57,2.22,11.44,26.36,23863.73,29.83,0.83,6.55
801813,小盘指数,2013-4-1,2690.38,2720.69,2690.37,2709.77,39.16,350.33,0.73,1.1953,33.02,2.25,11.73,26.74,24175.54,30.22,0.81,6.55
801813,小盘指数,2013-3-29,2689.16,2705.31,2678.25,2690.13,40.17,351.01,0.04,1.2272,32.9,2.24,11.64,26.16,23962.35,29.95,0.82,6.55
801813,小盘指数,2013-3-28,2753.15,2754.54,2689,2689,52.15,439.63,-3,1.5929,32.96,2.24,11.64,23.18,23949.2,29.94,0.82,6.55
801813,小盘指数,2013-3-27,2763.91,2790.14,2753.47,2772.25,46.47,421.36,0.2,1.4213,34.08,2.31,11.99,26.44,24651.96,30.81,0.8,6.55
801813,小盘指数,2013-3-26,2774.14,2775.73,2734.35,2766.66,49.39,442.48,-0.64,1.5106,33.95,2.31,11.95,26.23,24598.55,30.75,0.8,6.55
801813,小盘指数,2013-3-25,2783.9,2792.68,2765.69,2784.54,48.55,430.29,0.02,1.4848,34.19,2.32,11.99,26.56,24749.27,30.94,0.79,6.55
801813,小盘指数,2013-3-22,2770.67,2788.12,2760.32,2783.87,53.64,458.8,0.36,1.6408,34.05,2.32,11.99,27.98,24722.73,30.9,0.79,6.55
801813,小盘指数,2013-3-21,2743.51,2782.54,2740.86,2773.76,58.55,523.28,1.05,1.7922,33.86,2.31,11.96,26.72,24626.44,30.78,0.8,6.55
801813,小盘指数,2013-3-20,2676.6,2744.85,2672.93,2744.85,52.74,454.45,2.56,1.6154,33.44,2.29,11.81,22.85,24341.41,30.43,0.8,6.55
801813,小盘指数,2013-3-19,2669.09,2684.68,2631.25,2676.42,40.21,350.13,0.23,1.2319,32.58,2.23,11.52,24.72,23731.68,29.66,0.83,6.55
801813,小盘指数,2013-3-18,2692.51,2707.59,2668.06,2670.3,40.4,356.29,-1.17,1.238,32.6,2.23,11.51,23.65,23637.8,29.55,0.83,6.55
801813,小盘指数,2013-3-15,2701.32,2740.27,2671.75,2701.79,46.34,410.96,0.02,1.4198,33.04,2.26,11.61,22.61,23929.74,29.91,0.82,6.55
801813,小盘指数,2013-3-14,2684.2,2713.95,2681.72,2701.22,37.47,333.75,0.41,1.1484,33.02,2.26,11.57,25.94,23925.65,29.91,0.82,6.55
801813,小盘指数,2013-3-13,2704.27,2707.36,2660.98,2690.19,43.09,378.7,-0.79,1.3229,32.87,2.25,11.51,26.02,23795.39,29.74,0.82,6.55
801813,小盘指数,2013-3-12,2779.63,2795.77,2678.93,2711.57,58.84,520.69,-2.49,1.8081,33.15,2.27,11.61,26.82,23987.65,29.98,0.82,6.55
801813,小盘指数,2013-3-11,2778.2,2794.31,2761.99,2780.95,43.77,382.39,-0.04,1.3456,34.06,2.32,11.98,26.66,24581.63,30.73,0.79,6.55
801813,小盘指数,2013-3-8,2806.75,2820.85,2779.07,2782.07,51.84,453.72,-0.95,1.5941,34.08,2.33,12,26.17,24592.99,30.74,0.77,6.55
801813,小盘指数,2013-3-7,2833.57,2838.14,2781.66,2808.71,70.88,639.91,-1,2.1796,34.43,2.35,12.13,25.76,24823.46,31.03,0.76,6.55
801813,小盘指数,2013-3-6,2795.11,2837.19,2794.66,2837.19,72.1,658.31,1.74,2.2172,34.7,2.37,12.31,26.28,25049.44,31.31,0.75,6.55
801813,小盘指数,2013-3-5,2724.93,2788.57,2717.08,2788.57,57.11,516.84,2.18,1.7561,34.1,2.33,12.08,23.51,24620.68,30.78,0.77,6.55
801813,小盘指数,2013-3-4,2802.6,2802.91,2709.88,2729.01,76.74,675.44,-3.52,2.3606,33.44,2.28,11.8,24.8,24084.56,30.11,0.78,6.55
801813,小盘指数,2013-3-1,2793.13,2828.5,2789.98,2828.5,60.96,571.96,1.21,1.8749,34.58,2.37,12.17,26.06,25018.81,31.27,0.76,6.55
801813,小盘指数,2013-2-28,2746.06,2794.68,2737.92,2794.68,56.26,504.05,2.03,1.7308,34.16,2.34,11.98,23.55,24728.63,30.91,0.77,6.55
801813,小盘指数,2013-2-27,2739.39,2760.77,2716.4,2739.14,46.85,434.41,0.11,1.4419,33.5,2.29,11.76,25.62,24226.34,30.28,0.78,6.55
801813,小盘指数,2013-2-26,2765.32,2784.76,2734.26,2735.99,54.26,503.82,-1.49,1.6705,33.43,2.29,11.78,24.76,24157.55,30.2,0.78,6.55
801813,小盘指数,2013-2-25,2749.56,2781.9,2749.33,2777.32,45.36,416.52,1.1,1.3989,33.88,2.32,11.94,26.61,24478.31,30.6,0.77,6.55
801813,小盘指数,2013-2-22,2745.77,2775.6,2742.74,2747.05,47.68,428.79,-0.18,1.4705,33.5,2.3,11.79,25.09,24226.38,30.28,0.78,6.55
801813,小盘指数,2013-2-21,2790.04,2790.7,2729.45,2751.91,65.94,582.46,-1.97,2.0336,33.56,2.3,11.8,24.35,24258.59,30.32,0.78,6.55
801813,小盘指数,2013-2-20,2751.59,2807.18,2748.36,2807.18,55.62,491.08,1.86,1.7157,34.23,2.35,12,25.95,24735.16,30.92,0.77,6.55
801813,小盘指数,2013-2-19,2796.59,2800.93,2743.8,2755.97,63.06,521.76,-1.59,1.9455,33.55,2.31,11.72,26.08,24277.14,30.35,0.78,6.55
801813,小盘指数,2013-2-18,2791.51,2804.3,2778.46,2800.4,58.52,511.23,0.81,1.8073,34.09,2.34,11.92,25.91,24635.05,30.79,0.77,6.55
801813,小盘指数,2013-2-8,2738.41,2784.54,2738.07,2778.03,47.22,419.09,1.4,1.457,33.82,2.33,11.82,22.95,24459.71,30.57,0.78,6.55
801813,小盘指数,2013-2-7,2729.38,2744.08,2715.93,2739.6,46.67,403.81,0.29,1.4401,33.35,2.29,11.63,21.36,24129.89,30.16,0.79,6.55
801813,小盘指数,2013-2-6,2714.33,2739.62,2714.27,2731.74,52.1,438.95,0.63,1.6077,33.25,2.29,11.55,23.56,24073.93,30.09,0.79,6.55
801813,小盘指数,2013-2-5,2675.25,2714.62,2667.21,2714.62,57.27,468.02,0.85,1.767,33.03,2.27,11.45,21.59,23929.21,29.91,0.8,6.55
801813,小盘指数,2013-2-4,2712.85,2718.48,2677.47,2691.64,67.76,580.11,-0.57,2.0911,32.78,2.25,11.35,22.17,23707.65,29.63,0.8,6.55
801813,小盘指数,2013-2-1,2682.29,2707.09,2677.43,2707.09,60.02,503.35,0.66,1.8524,32.93,2.26,11.45,22.7,23825.38,29.78,0.8,6.55
801813,小盘指数,2013-1-31,2699.18,2700.71,2673.37,2689.34,61.7,508.23,-0.57,1.9046,32.72,2.25,11.38,24.32,23669.02,29.59,0.8,6.55
801813,小盘指数,2013-1-30,2700.91,2707.61,2677.21,2704.65,70.15,561.38,0.21,2.1653,32.92,2.26,11.44,24.84,23811.36,29.76,0.8,6.55
801813,小盘指数,2013-1-29,2675.6,2705,2670.96,2698.94,62.87,519.86,0.93,1.9408,32.84,2.26,11.46,22.71,23744,29.68,0.8,6.55
801813,小盘指数,2013-1-28,2607.15,2673.98,2606.67,2673.98,55.22,471.39,2.55,1.7051,32.54,2.24,11.36,22.81,23520.43,29.4,0.81,6.55
801813,小盘指数,2013-1-25,2609.45,2624.72,2596.18,2607.5,46.83,386.2,-0.28,1.4461,31.73,2.18,11.07,25.57,22943.78,28.68,0.83,6.55
801813,小盘指数,2013-1-24,2672.52,2698.68,2594.59,2614.75,76.08,627.4,-2.24,2.3494,31.82,2.19,11.06,25.36,23022.53,28.78,0.83,6.55
801813,小盘指数,2013-1-23,2658.4,2678.34,2633.05,2674.6,60.16,493.99,0.2,1.8595,32.54,2.24,11.33,26.73,23513.97,29.39,0.81,6.55
801813,小盘指数,2013-1-22,2714.84,2715.08,2650.37,2669.32,69.26,579.53,-1.81,2.1408,32.49,2.23,11.32,24.63,23467.07,29.33,0.81,6.55
801813,小盘指数,2013-1-21,2701.03,2718.4,2688.21,2718.4,71.42,594.77,0.8,2.2099,33.08,2.27,11.56,27.54,23852.39,29.82,0.8,6.55
801813,小盘指数,2013-1-18,2657.48,2697.06,2651.06,2696.72,67.43,568.99,1.61,2.0866,32.82,2.26,11.46,28.01,23649.04,29.56,0.8,6.55
801813,小盘指数,2013-1-17,2680.34,2685.04,2646.16,2654.06,65.02,558.26,-1.16,2.012,32.3,2.22,11.28,28.43,23281.57,29.1,0.82,6.55
801813,小盘指数,2013-1-16,2684.16,2693.14,2638.85,2685.3,85.95,720.28,-0.07,2.661,32.66,2.25,11.42,28.3,23519.25,29.4,0.81,6.55
801813,小盘指数,2013-1-15,2640.31,2695.63,2640.27,2687.08,94.52,801.51,1.91,2.9272,32.69,2.25,11.44,28.8,23531.87,29.41,0.81,6.55
801813,小盘指数,2013-1-14,2541.26,2638.89,2540.17,2636.82,75.66,639.25,3.54,2.3436,32.08,2.2,11.23,26.41,23082.93,28.85,0.82,6.55
801813,小盘指数,2013-1-11,2610.35,2613.07,2540.92,2546.77,70.62,573.46,-2.42,2.1906,30.98,2.13,10.81,28.3,22277.7,27.85,0.85,6.55
801813,小盘指数,2013-1-10,2589.91,2617.77,2587.43,2609.89,65.76,522.28,0.74,2.0401,31.75,2.18,11,27.85,22840.24,28.55,0.83,6.55
801813,小盘指数,2013-1-9,2580.59,2609.16,2563.76,2590.8,73.03,588.95,0.21,2.2655,31.51,2.17,10.93,28.49,22676.47,28.35,0.84,6.55
801813,小盘指数,2013-1-8,2551.9,2589.26,2537.88,2585.43,72.36,583.9,1.33,2.2446,31.51,2.17,10.92,27.94,22551.44,28.22,0.84,6.55
801813,小盘指数,2013-1-7,2519.36,2551.41,2514.33,2551.41,59.46,476.87,1.09,1.8488,31.02,2.13,10.75,26.25,22252.96,27.82,0.85,6.55
801813,小盘指数,2013-1-4,2553.18,2558.71,2499.45,2523.82,62.1,492.97,-0.48,1.931,30.62,2.1,10.63,23.82,22027.74,27.53,0.86,6.55
801813,小盘指数,2012-12-31,2515.44,2536.5,2509.38,2536.01,58.02,440.28,0.99,1.8243,30.66,2.11,9.99,22.91,22015.93,27.52,0.87,6.55
801813,小盘指数,2012-12-28,2477.61,2511.07,2470.82,2511.07,56.08,402.38,1.19,1.7639,30.36,2.09,9.89,23.38,21788.16,27.24,0.88,6.55
801813,小盘指数,2012-12-27,2507.37,2517.62,2481.22,2481.63,64.43,464.91,-0.93,2.0266,30,2.08,9.78,23.83,21520.3,26.9,0.89,6.55
801813,小盘指数,2012-12-26,2468.32,2504.86,2466.13,2504.86,63.97,456.78,1.43,2.0133,30.27,2.1,9.87,23.87,21691.43,27.11,0.88,6.55
801813,小盘指数,2012-12-25,2408.51,2475.19,2404.08,2469.49,65.4,478.98,2.36,2.0604,29.83,2.07,9.7,22.31,21346.99,26.68,0.9,6.55
801813,小盘指数,2012-12-24,2390.2,2414.3,2388.57,2412.65,36.53,288.91,0.7,1.152,29.13,2.02,9.48,21.59,20828.25,26.04,0.92,6.55
801813,小盘指数,2012-12-21,2397.02,2424.87,2385.05,2395.78,47.61,355.45,-0.02,1.5013,28.92,2.01,9.39,21.97,20687.11,25.86,0.92,6.55
801813,小盘指数,2012-12-20,2384.9,2398.57,2362,2396.18,45.57,326.68,0.17,1.4371,28.93,2.01,9.35,22.2,20703.83,25.88,0.92,6.55
801813,小盘指数,2012-12-19,2378.56,2401.2,2374.22,2392.17,44.58,316.82,0.4,1.408,28.88,2.01,9.32,22.9,20644.4,25.81,0.92,6.55
801813,小盘指数,2012-12-18,2383.86,2411.38,2370.63,2382.71,55.16,393.9,-0.24,1.7456,28.77,2,9.26,22.5,20520.61,25.65,0.93,6.55
801813,小盘指数,2012-12-17,2377.95,2396.48,2366.62,2388.39,61.98,443.13,0.62,1.9615,28.83,2,9.29,22.86,20568.48,25.71,0.93,6.55
801813,小盘指数,2012-12-14,2276.64,2377.6,2276.51,2373.59,66.47,442.7,4.05,2.1048,28.65,1.99,9.26,21.8,20423.67,25.53,0.93,6.55
801813,小盘指数,2012-12-13,2306.76,2317.38,2278.92,2281.1,36.71,233.95,-1.37,1.1639,27.52,1.91,8.9,24.38,19594.86,24.49,0.97,6.55
801813,小盘指数,2012-12-12,2308.26,2323.8,2287.89,2312.85,37.53,252.1,0.01,1.1906,27.91,1.94,9.03,24.13,19848.27,24.81,0.95,6.55
801813,小盘指数,2012-12-11,2321.19,2338.49,2309.76,2312.61,47.83,320.66,-0.72,1.5179,27.9,1.94,9.04,26,19833.46,24.79,0.95,6.55
801813,小盘指数,2012-12-10,2294.7,2330.91,2285.75,2329.36,53.28,354.05,1.63,1.6922,28.09,1.95,9.1,23.78,19938.92,24.92,0.95,6.55
801813,小盘指数,2012-12-7,2235.14,2294.9,2229.47,2291.94,50.81,327,2.4,1.6138,27.63,1.92,8.95,22.66,19620.71,24.53,0.96,6.55
801813,小盘指数,2012-12-6,2237.59,2252.34,2224.59,2238.3,36.09,234.45,-0.03,1.1462,26.98,1.88,8.75,22.99,19167.12,23.96,0.99,6.55
801813,小盘指数,2012-12-5,2150.45,2252.35,2146.98,2239.01,46.39,298.27,3.75,1.4747,26.99,1.88,8.77,20.35,19163.76,23.95,0.99,6.55
801813,小盘指数,2012-12-4,2122.3,2160.7,2095.59,2158.03,28.82,177.31,1.22,0.9165,26.01,1.81,8.44,22.48,18469.42,23.09,1.02,6.55
801813,小盘指数,2012-12-3,2183.49,2195.28,2130.11,2132.11,24.9,155.94,-2.49,0.7925,25.69,1.79,8.34,20.38,18224.43,22.78,1.03,6.55
801813,小盘指数,2012-11-30,2153.39,2188.91,2149.05,2186.45,24.58,149.39,1.44,0.7825,26.35,1.84,8.57,21.98,18675.28,23.34,1.01,6.55
801813,小盘指数,2012-11-29,2178.55,2196.27,2151.73,2155.39,23,143.44,-1.06,0.7321,25.97,1.81,8.45,22.72,18393.35,22.99,1.02,6.55
801813,小盘指数,2012-11-28,2219.69,2221.91,2172.81,2178.39,24.52,156.07,-2.4,0.7813,26.25,1.83,8.54,23.89,18549.59,23.19,1.01,6.55
801813,小盘指数,2012-11-27,2312.55,2315.92,2231.37,2231.93,28.71,190.43,-3.92,0.9145,26.9,1.87,8.76,25.12,19007.32,23.76,0.99,6.55
801813,小盘指数,2012-11-26,2351.3,2352.03,2320.12,2322.93,21.91,152.39,-1.27,0.6985,27.99,1.95,9.12,24.36,19753.52,24.69,0.95,6.55
801813,小盘指数,2012-11-23,2343.61,2364.28,2341.03,2352.7,24.55,166.48,0.36,0.7829,28.34,1.97,9.24,23.96,19994.37,24.99,0.94,6.55
801813,小盘指数,2012-11-22,2361.34,2363.77,2338.93,2344.25,24.2,163.04,-1.2,0.7718,28.23,1.97,9.21,24.73,19919.86,24.9,0.94,6.55
801813,小盘指数,2012-11-21,2346.2,2372.78,2316.28,2372.78,26.52,181.62,1.02,0.8456,28.58,1.99,9.32,23.39,20162.1,25.2,0.93,6.55
801813,小盘指数,2012-11-20,2364.37,2369.11,2348.05,2348.88,21.8,152.36,-0.37,0.695,28.29,1.97,9.24,23.23,19953.29,24.94,0.94,6.55
801813,小盘指数,2012-11-19,2345.04,2357.68,2324.5,2357.62,21.44,153.66,0.41,0.6837,28.39,1.98,9.27,22.56,20028.68,25.04,0.93,6.55
801813,小盘指数,2012-11-16,2354.96,2357.34,2330.53,2347.94,23.23,164.43,-0.6,0.7412,28.27,1.97,9.24,23.57,19935.97,24.92,0.94,6.55
801813,小盘指数,2012-11-15,2392.6,2403.75,2361.22,2362.12,24.99,177.51,-1.84,0.7977,28.42,1.98,9.3,24.86,20043.66,25.05,0.93,6.55
801813,小盘指数,2012-11-14,2399.82,2407.93,2379.66,2406.47,25.01,177.77,0.19,0.7989,28.95,2.02,9.47,25.12,20400.93,25.5,0.91,6.55
801813,小盘指数,2012-11-13,2453.38,2453.72,2398.03,2402.02,29.6,207.55,-2.1,0.9464,28.9,2.02,9.46,24.62,20354.79,25.44,0.91,6.55
801813,小盘指数,2012-11-12,2437.77,2454.68,2432.06,2453.54,25.82,194.15,0.73,0.8259,29.49,2.06,9.65,24.53,20781.39,25.98,0.9,6.55
801813,小盘指数,2012-11-9,2436.39,2452.47,2425.7,2435.69,25.67,187.19,-0.34,0.8214,29.3,2.04,9.62,25.37,20631.39,25.79,0.9,6.55
801813,小盘指数,2012-11-8,2485.66,2489.59,2443.85,2443.88,34.76,246.47,-2.53,1.1129,29.38,2.05,9.66,26.34,20690.23,25.86,0.9,6.55
801813,小盘指数,2012-11-7,2507.47,2518.21,2495.15,2507.24,29.02,214.01,-0.13,0.9315,30.15,2.11,9.9,24.22,21183.3,26.48,0.88,6.55
801813,小盘指数,2012-11-6,2528.62,2528.92,2477.53,2510.58,37.26,264.01,-0.78,1.1959,30.18,2.11,9.9,25.57,21214.83,26.52,0.87,6.55
801813,小盘指数,2012-11-5,2537.35,2546.81,2521.45,2530.31,37.53,272.85,-0.48,1.2061,30.43,2.13,9.96,27.22,21334.17,26.67,0.87,6.55
801813,小盘指数,2012-11-2,2529.71,2543.72,2517.61,2542.4,43.2,291.08,0.56,1.3891,30.58,2.14,10.02,28.22,21412.11,26.77,0.86,6.55
801813,小盘指数,2012-11-1,2484.7,2534.09,2483.82,2528.23,42.85,298.45,1.78,1.3781,30.41,2.13,10.02,25.65,21284.88,26.61,0.87,6.55
801813,小盘指数,2012-10-31,2473.87,2483.94,2460.23,2483.94,27.77,197.4,0.36,0.8935,28.89,2.09,9.85,24.74,20876.37,26.1,0.89,6.55
801813,小盘指数,2012-10-30,2470.76,2495.63,2469.19,2474.92,29.99,200.8,0.17,0.9649,28.79,2.09,9.81,25.11,20797.23,26,0.89,6.55
801813,小盘指数,2012-10-29,2466.55,2479.69,2455.48,2470.68,28.23,188.14,-0.05,0.9087,28.74,2.09,9.78,25.76,20742.11,25.93,0.89,6.55
801813,小盘指数,2012-10-26,2519.24,2522.06,2457.1,2471.84,38.25,258.53,-2,1.2327,28.76,2.09,9.78,25.44,20738.98,25.92,0.89,6.55
801813,小盘指数,2012-10-25,2550.16,2566.69,2521.36,2522.21,41.88,279.86,-1.06,1.3507,29.36,2.14,9.99,26.54,21170.57,26.46,0.87,6.55
801813,小盘指数,2012-10-24,2536.16,2561.85,2533.76,2549.29,41.42,272.93,-0.06,1.3367,29.68,2.16,10.09,28.08,21361.3,26.7,0.86,6.55
801813,小盘指数,2012-10-23,2577.52,2583.3,2548.52,2550.93,40.18,296.13,-1.05,1.2976,29.7,2.16,10.14,27.17,21354.79,26.69,0.86,6.55
801813,小盘指数,2012-10-22,2550.26,2580.34,2544.91,2578.06,32.43,245.52,0.53,1.0475,30,2.19,10.27,25.31,21564.07,26.96,0.85,6.55
801813,小盘指数,2012-10-19,2570.23,2578.16,2559.23,2564.53,35.41,260.58,-0.29,1.1438,29.85,2.18,10.22,25.15,21449.55,26.81,0.86,6.55
